Uf,Tipo_crime,Ocorrencias,Data
Ceará,Tentativa de homicídio,81,2021-12-01
Distrito Federal,Estupro,60,2021-01-01
Distrito Federal,Furto de veículo,340,2021-01-01
Distrito Federal,Homicídio doloso,37,2021-01-01
Distrito Federal,Lesão corporal seguida de morte,0,2021-01-01
Distrito Federal,Roubo a instituição financeira,0,2021-01-01
Distrito Federal,Roubo de carga,1,2021-01-01
Distrito Federal,Roubo de veículo,198,2021-01-01
Distrito Federal,Roubo seguido de morte (latrocínio),2,2021-01-01
Distrito Federal,Tentativa de homicídio,66,2021-01-01
Distrito Federal,Estupro,51,2021-02-01
Distrito Federal,Furto de veículo,294,2021-02-01
Distrito Federal,Homicídio doloso,28,2021-02-01
Distrito Federal,Lesão corporal seguida de morte,0,2021-02-01
Distrito Federal,Roubo a instituição financeira,0,2021-02-01
Distrito Federal,Roubo de carga,2,2021-02-01
Distrito Federal,Roubo de veículo,164,2021-02-01
Distrito Federal,Roubo seguido de morte (latrocínio),4,2021-02-01
Distrito Federal,Tentativa de homicídio,49,2021-02-01
Distrito Federal,Estupro,44,2021-03-01
Distrito Federal,Furto de veículo,329,2021-03-01
Distrito Federal,Homicídio doloso,14,2021-03-01
Distrito Federal,Lesão corporal seguida de morte,0,2021-03-01
Distrito Federal,Roubo a instituição financeira,0,2021-03-01
Distrito Federal,Roubo de carga,0,2021-03-01
Distrito Federal,Roubo de veículo,185,2021-03-01
Distrito Federal,Roubo seguido de morte (latrocínio),0,2021-03-01
Distrito Federal,Tentativa de homicídio,50,2021-03-01
Distrito Federal,Estupro,43,2021-04-01
Distrito Federal,Furto de veículo,302,2021-04-01
Distrito Federal,Homicídio doloso,28,2021-04-01
Distrito Federal,Lesão corporal seguida de morte,0,2021-04-01
Distrito Federal,Roubo a instituição financeira,0,2021-04-01
Distrito Federal,Roubo de carga,2,2021-04-01
Distrito Federal,Roubo de veículo,178,2021-04-01
Distrito Federal,Roubo seguido de morte (latrocínio),2,2021-04-01
Distrito Federal,Tentativa de homicídio,54,2021-04-01
Distrito Federal,Estupro,36,2021-05-01
Distrito Federal,Furto de veículo,289,2021-05-01
Distrito Federal,Homicídio doloso,22,2021-05-01
Distrito Federal,Lesão corporal seguida de morte,1,2021-05-01
Distrito Federal,Roubo a instituição financeira,0,2021-05-01
Distrito Federal,Roubo de carga,4,2021-05-01
Distrito Federal,Roubo de veículo,169,2021-05-01
Distrito Federal,Roubo seguido de morte (latrocínio),1,2021-05-01
Distrito Federal,Tentativa de homicídio,55,2021-05-01
Distrito Federal,Estupro,45,2021-06-01
Distrito Federal,Furto de veículo,275,2021-06-01
Distrito Federal,Homicídio doloso,27,2021-06-01
Distrito Federal,Lesão corporal seguida de morte,2,2021-06-01
Distrito Federal,Roubo a instituição financeira,0,2021-06-01
Distrito Federal,Roubo de carga,0,2021-06-01
Distrito Federal,Roubo de veículo,165,2021-06-01
Distrito Federal,Roubo seguido de morte (latrocínio),2,2021-06-01
Distrito Federal,Tentativa de homicídio,53,2021-06-01
Distrito Federal,Estupro,48,2021-07-01
Distrito Federal,Furto de veículo,324,2021-07-01
Distrito Federal,Homicídio doloso,20,2021-07-01
Distrito Federal,Lesão corporal seguida de morte,1,2021-07-01
Distrito Federal,Roubo a instituição financeira,0,2021-07-01
Distrito Federal,Roubo de carga,0,2021-07-01
Distrito Federal,Roubo de veículo,147,2021-07-01
Distrito Federal,Roubo seguido de morte (latrocínio),0,2021-07-01
Distrito Federal,Tentativa de homicídio,54,2021-07-01
Distrito Federal,Estupro,53,2021-08-01
Distrito Federal,Furto de veículo,298,2021-08-01
Distrito Federal,Homicídio doloso,25,2021-08-01
Distrito Federal,Lesão corporal seguida de morte,0,2021-08-01
Distrito Federal,Roubo a instituição financeira,0,2021-08-01
Distrito Federal,Roubo de carga,2,2021-08-01
Distrito Federal,Roubo de veículo,169,2021-08-01
Distrito Federal,Roubo seguido de morte (latrocínio),1,2021-08-01
Distrito Federal,Tentativa de homicídio,40,2021-08-01
Distrito Federal,Estupro,47,2021-09-01
Distrito Federal,Furto de veículo,293,2021-09-01
Distrito Federal,Homicídio doloso,16,2021-09-01
Distrito Federal,Lesão corporal seguida de morte,1,2021-09-01
Distrito Federal,Roubo a instituição financeira,0,2021-09-01
Distrito Federal,Roubo de carga,0,2021-09-01
Distrito Federal,Roubo de veículo,175,2021-09-01
Distrito Federal,Roubo seguido de morte (latrocínio),2,2021-09-01
Distrito Federal,Tentativa de homicídio,44,2021-09-01
Distrito Federal,Estupro,55,2021-10-01
Distrito Federal,Furto de veículo,336,2021-10-01
Distrito Federal,Homicídio doloso,30,2021-10-01
Distrito Federal,Lesão corporal seguida de morte,1,2021-10-01
Distrito Federal,Roubo a instituição financeira,0,2021-10-01
Distrito Federal,Roubo de carga,2,2021-10-01
Distrito Federal,Roubo de veículo,191,2021-10-01
Distrito Federal,Roubo seguido de morte (latrocínio),3,2021-10-01
Distrito Federal,Tentativa de homicídio,55,2021-10-01
Distrito Federal,Estupro,51,2021-11-01
Distrito Federal,Furto de veículo,334,2021-11-01
Distrito Federal,Homicídio doloso,19,2021-11-01
Distrito Federal,Lesão corporal seguida de morte,0,2021-11-01
Distrito Federal,Roubo a instituição financeira,0,2021-11-01
Distrito Federal,Roubo de carga,2,2021-11-01
Distrito Federal,Roubo de veículo,144,2021-11-01
Distrito Federal,Roubo seguido de morte (latrocínio),1,2021-11-01
Distrito Federal,Tentativa de homicídio,48,2021-11-01
Distrito Federal,Estupro,42,2021-12-01
Distrito Federal,Furto de veículo,303,2021-12-01
Distrito Federal,Homicídio doloso,17,2021-12-01
Distrito Federal,Lesão corporal seguida de morte,0,2021-12-01
Distrito Federal,Roubo a instituição financeira,0,2021-12-01
Distrito Federal,Roubo de carga,7,2021-12-01
Distrito Federal,Roubo de veículo,147,2021-12-01
Distrito Federal,Roubo seguido de morte (latrocínio),3,2021-12-01
Distrito Federal,Tentativa de homicídio,46,2021-12-01
Espírito Santo,Estupro,136,2021-01-01
Espírito Santo,Furto de veículo,441,2021-01-01
Espírito Santo,Homicídio doloso,107,2021-01-01
Espírito Santo,Lesão corporal seguida de morte,1,2021-01-01
Espírito Santo,Roubo a instituição financeira,2,2021-01-01
Espírito Santo,Roubo de carga,2,2021-01-01
Espírito Santo,Roubo de veículo,279,2021-01-01
Espírito Santo,Roubo seguido de morte (latrocínio),5,2021-01-01
Espírito Santo,Tentativa de homicídio,210,2021-01-01
Espírito Santo,Estupro,117,2021-02-01
Espírito Santo,Furto de veículo,346,2021-02-01
Espírito Santo,Homicídio doloso,84,2021-02-01
Espírito Santo,Lesão corporal seguida de morte,0,2021-02-01
Espírito Santo,Roubo a instituição financeira,5,2021-02-01
Espírito Santo,Roubo de carga,3,2021-02-01
Espírito Santo,Roubo de veículo,257,2021-02-01
Espírito Santo,Roubo seguido de morte (latrocínio),5,2021-02-01
Espírito Santo,Tentativa de homicídio,209,2021-02-01
Espírito Santo,Estupro,108,2021-03-01
Espírito Santo,Furto de veículo,436,2021-03-01
Espírito Santo,Homicídio doloso,97,2021-03-01
Espírito Santo,Lesão corporal seguida de morte,2,2021-03-01
Espírito Santo,Roubo a instituição financeira,4,2021-03-01
Espírito Santo,Roubo de carga,1,2021-03-01
Espírito Santo,Roubo de veículo,336,2021-03-01
Espírito Santo,Roubo seguido de morte (latrocínio),5,2021-03-01
Espírito Santo,Tentativa de homicídio,210,2021-03-01
Espírito Santo,Estupro,121,2021-04-01
Espírito Santo,Furto de veículo,265,2021-04-01
Espírito Santo,Homicídio doloso,90,2021-04-01
Espírito Santo,Lesão corporal seguida de morte,1,2021-04-01
Espírito Santo,Roubo a instituição financeira,2,2021-04-01
Espírito Santo,Roubo de carga,4,2021-04-01
Espírito Santo,Roubo de veículo,307,2021-04-01
Espírito Santo,Roubo seguido de morte (latrocínio),5,2021-04-01
Espírito Santo,Tentativa de homicídio,239,2021-04-01
Espírito Santo,Estupro,134,2021-05-01
Espírito Santo,Furto de veículo,438,2021-05-01
Espírito Santo,Homicídio doloso,81,2021-05-01
Espírito Santo,Lesão corporal seguida de morte,1,2021-05-01
Espírito Santo,Roubo a instituição financeira,0,2021-05-01
Espírito Santo,Roubo de carga,2,2021-05-01
Espírito Santo,Roubo de veículo,366,2021-05-01
Espírito Santo,Roubo seguido de morte (latrocínio),4,2021-05-01
Espírito Santo,Tentativa de homicídio,212,2021-05-01
Espírito Santo,Estupro,93,2021-06-01
Espírito Santo,Furto de veículo,422,2021-06-01
Espírito Santo,Homicídio doloso,86,2021-06-01
Espírito Santo,Lesão corporal seguida de morte,0,2021-06-01
Espírito Santo,Roubo a instituição financeira,8,2021-06-01
Espírito Santo,Roubo de carga,9,2021-06-01
Espírito Santo,Roubo de veículo,287,2021-06-01
Espírito Santo,Roubo seguido de morte (latrocínio),2,2021-06-01
Espírito Santo,Tentativa de homicídio,193,2021-06-01
Espírito Santo,Estupro,120,2021-07-01
Espírito Santo,Furto de veículo,344,2021-07-01
Espírito Santo,Homicídio doloso,82,2021-07-01
Espírito Santo,Lesão corporal seguida de morte,1,2021-07-01
Espírito Santo,Roubo a instituição financeira,3,2021-07-01
Espírito Santo,Roubo de carga,1,2021-07-01
Espírito Santo,Roubo de veículo,289,2021-07-01
Espírito Santo,Roubo seguido de morte (latrocínio),1,2021-07-01
Espírito Santo,Tentativa de homicídio,159,2021-07-01
Espírito Santo,Estupro,139,2021-08-01
Espírito Santo,Furto de veículo,495,2021-08-01
Espírito Santo,Homicídio doloso,108,2021-08-01
Espírito Santo,Lesão corporal seguida de morte,1,2021-08-01
Espírito Santo,Roubo a instituição financeira,6,2021-08-01
Espírito Santo,Roubo de carga,4,2021-08-01
Espírito Santo,Roubo de veículo,342,2021-08-01
Espírito Santo,Roubo seguido de morte (latrocínio),2,2021-08-01
Espírito Santo,Tentativa de homicídio,181,2021-08-01
Espírito Santo,Estupro,137,2021-09-01
Espírito Santo,Furto de veículo,383,2021-09-01
Espírito Santo,Homicídio doloso,85,2021-09-01
Espírito Santo,Lesão corporal seguida de morte,2,2021-09-01
Espírito Santo,Roubo a instituição financeira,1,2021-09-01
Espírito Santo,Roubo de carga,0,2021-09-01
Espírito Santo,Roubo de veículo,273,2021-09-01
Espírito Santo,Roubo seguido de morte (latrocínio),1,2021-09-01
Espírito Santo,Tentativa de homicídio,204,2021-09-01
Espírito Santo,Estupro,138,2021-10-01
Espírito Santo,Furto de veículo,356,2021-10-01
Espírito Santo,Homicídio doloso,88,2021-10-01
Espírito Santo,Lesão corporal seguida de morte,3,2021-10-01
Espírito Santo,Roubo a instituição financeira,2,2021-10-01
Espírito Santo,Roubo de carga,0,2021-10-01
Espírito Santo,Roubo de veículo,306,2021-10-01
Espírito Santo,Roubo seguido de morte (latrocínio),4,2021-10-01
Espírito Santo,Tentativa de homicídio,222,2021-10-01
Espírito Santo,Estupro,125,2021-11-01
Espírito Santo,Furto de veículo,352,2021-11-01
Espírito Santo,Homicídio doloso,75,2021-11-01
Espírito Santo,Lesão corporal seguida de morte,3,2021-11-01
Espírito Santo,Roubo a instituição financeira,2,2021-11-01
Espírito Santo,Roubo de carga,2,2021-11-01
Espírito Santo,Roubo de veículo,324,2021-11-01
Espírito Santo,Roubo seguido de morte (latrocínio),3,2021-11-01
Espírito Santo,Tentativa de homicídio,206,2021-11-01
Espírito Santo,Estupro,106,2021-12-01
Espírito Santo,Furto de veículo,376,2021-12-01
Espírito Santo,Homicídio doloso,77,2021-12-01
Espírito Santo,Lesão corporal seguida de morte,1,2021-12-01
Espírito Santo,Roubo a instituição financeira,0,2021-12-01
Espírito Santo,Roubo de carga,2,2021-12-01
Espírito Santo,Roubo de veículo,303,2021-12-01
Espírito Santo,Roubo seguido de morte (latrocínio),4,2021-12-01
Espírito Santo,Tentativa de homicídio,147,2021-12-01
Goiás,Estupro,56,2021-01-01
Goiás,Furto de veículo,453,2021-01-01
Goiás,Homicídio doloso,119,2021-01-01
Goiás,Lesão corporal seguida de morte,2,2021-01-01
Goiás,Roubo a instituição financeira,0,2021-01-01
Goiás,Roubo de carga,20,2021-01-01
Goiás,Roubo de veículo,168,2021-01-01
Goiás,Roubo seguido de morte (latrocínio),1,2021-01-01
Goiás,Tentativa de homicídio,139,2021-01-01
Goiás,Estupro,39,2021-02-01
Goiás,Furto de veículo,351,2021-02-01
Goiás,Homicídio doloso,108,2021-02-01
Goiás,Lesão corporal seguida de morte,1,2021-02-01
Goiás,Roubo a instituição financeira,1,2021-02-01
Goiás,Roubo de carga,22,2021-02-01
Goiás,Roubo de veículo,148,2021-02-01
Goiás,Roubo seguido de morte (latrocínio),4,2021-02-01
Goiás,Tentativa de homicídio,98,2021-02-01
Goiás,Estupro,55,2021-03-01
Goiás,Furto de veículo,429,2021-03-01
Goiás,Homicídio doloso,95,2021-03-01
Goiás,Lesão corporal seguida de morte,1,2021-03-01
Goiás,Roubo a instituição financeira,0,2021-03-01
Goiás,Roubo de carga,26,2021-03-01
Goiás,Roubo de veículo,176,2021-03-01
Goiás,Roubo seguido de morte (latrocínio),2,2021-03-01
Goiás,Tentativa de homicídio,84,2021-03-01
Goiás,Estupro,50,2021-04-01
Goiás,Furto de veículo,426,2021-04-01
Goiás,Homicídio doloso,112,2021-04-01
Goiás,Lesão corporal seguida de morte,1,2021-04-01
Goiás,Roubo a instituição financeira,1,2021-04-01
Goiás,Roubo de carga,23,2021-04-01
Goiás,Roubo de veículo,163,2021-04-01
Goiás,Roubo seguido de morte (latrocínio),6,2021-04-01
Goiás,Tentativa de homicídio,130,2021-04-01
Goiás,Estupro,68,2021-05-01
Goiás,Furto de veículo,470,2021-05-01
Goiás,Homicídio doloso,115,2021-05-01
Goiás,Lesão corporal seguida de morte,1,2021-05-01
Goiás,Roubo a instituição financeira,1,2021-05-01
Goiás,Roubo de carga,20,2021-05-01
Goiás,Roubo de veículo,145,2021-05-01
Goiás,Roubo seguido de morte (latrocínio),2,2021-05-01
Goiás,Tentativa de homicídio,135,2021-05-01
Goiás,Estupro,48,2021-06-01
Goiás,Furto de veículo,436,2021-06-01
Goiás,Homicídio doloso,75,2021-06-01
Goiás,Lesão corporal seguida de morte,2,2021-06-01
Goiás,Roubo a instituição financeira,1,2021-06-01
Goiás,Roubo de carga,27,2021-06-01
Goiás,Roubo de veículo,139,2021-06-01
Goiás,Roubo seguido de morte (latrocínio),3,2021-06-01
Goiás,Tentativa de homicídio,150,2021-06-01
Goiás,Estupro,48,2021-07-01
Goiás,Furto de veículo,400,2021-07-01
Goiás,Homicídio doloso,73,2021-07-01
Goiás,Lesão corporal seguida de morte,1,2021-07-01
Goiás,Roubo a instituição financeira,0,2021-07-01
Goiás,Roubo de carga,26,2021-07-01
Goiás,Roubo de veículo,157,2021-07-01
Goiás,Roubo seguido de morte (latrocínio),2,2021-07-01
Goiás,Tentativa de homicídio,107,2021-07-01
Goiás,Estupro,48,2021-08-01
Goiás,Furto de veículo,447,2021-08-01
Goiás,Homicídio doloso,99,2021-08-01
Goiás,Lesão corporal seguida de morte,1,2021-08-01
Goiás,Roubo a instituição financeira,0,2021-08-01
Goiás,Roubo de carga,29,2021-08-01
Goiás,Roubo de veículo,109,2021-08-01
Goiás,Roubo seguido de morte (latrocínio),4,2021-08-01
Goiás,Tentativa de homicídio,98,2021-08-01
Goiás,Estupro,70,2021-09-01
Goiás,Furto de veículo,415,2021-09-01
Goiás,Homicídio doloso,99,2021-09-01
Goiás,Lesão corporal seguida de morte,5,2021-09-01
Goiás,Roubo a instituição financeira,1,2021-09-01
Goiás,Roubo de carga,23,2021-09-01
Goiás,Roubo de veículo,131,2021-09-01
Goiás,Roubo seguido de morte (latrocínio),1,2021-09-01
Goiás,Tentativa de homicídio,122,2021-09-01
Goiás,Estupro,77,2021-10-01
Goiás,Furto de veículo,406,2021-10-01
Goiás,Homicídio doloso,107,2021-10-01
Goiás,Lesão corporal seguida de morte,3,2021-10-01
Goiás,Roubo a instituição financeira,0,2021-10-01
Goiás,Roubo de carga,22,2021-10-01
Goiás,Roubo de veículo,136,2021-10-01
Goiás,Roubo seguido de morte (latrocínio),4,2021-10-01
Goiás,Tentativa de homicídio,174,2021-10-01
Goiás,Estupro,41,2021-11-01
Goiás,Furto de veículo,403,2021-11-01
Goiás,Homicídio doloso,97,2021-11-01
Goiás,Lesão corporal seguida de morte,1,2021-11-01
Goiás,Roubo a instituição financeira,0,2021-11-01
Goiás,Roubo de carga,23,2021-11-01
Goiás,Roubo de veículo,134,2021-11-01
Goiás,Roubo seguido de morte (latrocínio),2,2021-11-01
Goiás,Tentativa de homicídio,134,2021-11-01
Goiás,Estupro,54,2021-12-01
Goiás,Furto de veículo,470,2021-12-01
Goiás,Homicídio doloso,91,2021-12-01
Goiás,Lesão corporal seguida de morte,5,2021-12-01
Goiás,Roubo a instituição financeira,0,2021-12-01
Goiás,Roubo de carga,19,2021-12-01
Goiás,Roubo de veículo,133,2021-12-01
Goiás,Roubo seguido de morte (latrocínio),3,2021-12-01
Goiás,Tentativa de homicídio,160,2021-12-01
Maranhão,Estupro,109,2021-01-01
Maranhão,Furto de veículo,202,2021-01-01
Maranhão,Homicídio doloso,187,2021-01-01
Maranhão,Lesão corporal seguida de morte,1,2021-01-01
Maranhão,Roubo a instituição financeira,1,2021-01-01
Maranhão,Roubo de carga,1,2021-01-01
Maranhão,Roubo de veículo,384,2021-01-01
Maranhão,Roubo seguido de morte (latrocínio),11,2021-01-01
Maranhão,Tentativa de homicídio,94,2021-01-01
Maranhão,Estupro,120,2021-02-01
Maranhão,Furto de veículo,174,2021-02-01
Maranhão,Homicídio doloso,147,2021-02-01
Maranhão,Lesão corporal seguida de morte,0,2021-02-01
Maranhão,Roubo a instituição financeira,1,2021-02-01
Maranhão,Roubo de carga,2,2021-02-01
Maranhão,Roubo de veículo,300,2021-02-01
Maranhão,Roubo seguido de morte (latrocínio),9,2021-02-01
Maranhão,Tentativa de homicídio,84,2021-02-01
Maranhão,Estupro,108,2021-03-01
Maranhão,Furto de veículo,180,2021-03-01
Maranhão,Homicídio doloso,125,2021-03-01
Maranhão,Lesão corporal seguida de morte,0,2021-03-01
Maranhão,Roubo a instituição financeira,0,2021-03-01
Maranhão,Roubo de carga,4,2021-03-01
Maranhão,Roubo de veículo,390,2021-03-01
Maranhão,Roubo seguido de morte (latrocínio),11,2021-03-01
Maranhão,Tentativa de homicídio,63,2021-03-01
Maranhão,Estupro,129,2021-04-01
Maranhão,Furto de veículo,157,2021-04-01
Maranhão,Homicídio doloso,144,2021-04-01
Maranhão,Lesão corporal seguida de morte,0,2021-04-01
Maranhão,Roubo a instituição financeira,1,2021-04-01
Maranhão,Roubo de carga,3,2021-04-01
Maranhão,Roubo de veículo,372,2021-04-01
Maranhão,Roubo seguido de morte (latrocínio),5,2021-04-01
Maranhão,Tentativa de homicídio,29,2021-04-01
Maranhão,Estupro,135,2021-05-01
Maranhão,Furto de veículo,186,2021-05-01
Maranhão,Homicídio doloso,157,2021-05-01
Maranhão,Lesão corporal seguida de morte,2,2021-05-01
Maranhão,Roubo a instituição financeira,1,2021-05-01
Maranhão,Roubo de carga,2,2021-05-01
Maranhão,Roubo de veículo,438,2021-05-01
Maranhão,Roubo seguido de morte (latrocínio),8,2021-05-01
Maranhão,Tentativa de homicídio,84,2021-05-01
Maranhão,Estupro,144,2021-06-01
Maranhão,Furto de veículo,190,2021-06-01
Maranhão,Homicídio doloso,166,2021-06-01
Maranhão,Lesão corporal seguida de morte,1,2021-06-01
Maranhão,Roubo a instituição financeira,1,2021-06-01
Maranhão,Roubo de carga,2,2021-06-01
Maranhão,Roubo de veículo,422,2021-06-01
Maranhão,Roubo seguido de morte (latrocínio),8,2021-06-01
Maranhão,Tentativa de homicídio,75,2021-06-01
Maranhão,Estupro,136,2021-07-01
Maranhão,Furto de veículo,224,2021-07-01
Maranhão,Homicídio doloso,154,2021-07-01
Maranhão,Lesão corporal seguida de morte,1,2021-07-01
Maranhão,Roubo a instituição financeira,1,2021-07-01
Maranhão,Roubo de carga,5,2021-07-01
Maranhão,Roubo de veículo,429,2021-07-01
Maranhão,Roubo seguido de morte (latrocínio),8,2021-07-01
Maranhão,Tentativa de homicídio,84,2021-07-01
Maranhão,Estupro,143,2021-08-01
Maranhão,Furto de veículo,208,2021-08-01
Maranhão,Homicídio doloso,150,2021-08-01
Maranhão,Lesão corporal seguida de morte,0,2021-08-01
Maranhão,Roubo a instituição financeira,3,2021-08-01
Maranhão,Roubo de carga,5,2021-08-01
Maranhão,Roubo de veículo,395,2021-08-01
Maranhão,Roubo seguido de morte (latrocínio),12,2021-08-01
Maranhão,Tentativa de homicídio,85,2021-08-01
Maranhão,Estupro,158,2021-09-01
Maranhão,Furto de veículo,207,2021-09-01
Maranhão,Homicídio doloso,112,2021-09-01
Maranhão,Lesão corporal seguida de morte,1,2021-09-01
Maranhão,Roubo a instituição financeira,0,2021-09-01
Maranhão,Roubo de carga,1,2021-09-01
Maranhão,Roubo de veículo,441,2021-09-01
Maranhão,Roubo seguido de morte (latrocínio),5,2021-09-01
Maranhão,Tentativa de homicídio,92,2021-09-01
Maranhão,Estupro,0,2021-10-01
Maranhão,Furto de veículo,0,2021-10-01
Maranhão,Homicídio doloso,146,2021-10-01
Maranhão,Lesão corporal seguida de morte,1,2021-10-01
Maranhão,Roubo a instituição financeira,0,2021-10-01
Maranhão,Roubo de carga,0,2021-10-01
Maranhão,Roubo de veículo,0,2021-10-01
Maranhão,Roubo seguido de morte (latrocínio),8,2021-10-01
Maranhão,Tentativa de homicídio,0,2021-10-01
Maranhão,Estupro,161,2021-11-01
Maranhão,Furto de veículo,205,2021-11-01
Maranhão,Homicídio doloso,156,2021-11-01
Maranhão,Lesão corporal seguida de morte,1,2021-11-01
Maranhão,Roubo a instituição financeira,1,2021-11-01
Maranhão,Roubo de carga,4,2021-11-01
Maranhão,Roubo de veículo,319,2021-11-01
Maranhão,Roubo seguido de morte (latrocínio),7,2021-11-01
Maranhão,Tentativa de homicídio,86,2021-11-01
Maranhão,Estupro,130,2021-12-01
Maranhão,Furto de veículo,221,2021-12-01
Maranhão,Homicídio doloso,181,2021-12-01
Maranhão,Lesão corporal seguida de morte,2,2021-12-01
Maranhão,Roubo a instituição financeira,2,2021-12-01
Maranhão,Roubo de carga,4,2021-12-01
Maranhão,Roubo de veículo,310,2021-12-01
Maranhão,Roubo seguido de morte (latrocínio),4,2021-12-01
Maranhão,Tentativa de homicídio,104,2021-12-01
Mato Grosso,Estupro,299,2021-01-01
Mato Grosso,Furto de veículo,146,2021-01-01
Mato Grosso,Homicídio doloso,71,2021-01-01
Mato Grosso,Lesão corporal seguida de morte,4,2021-01-01
Mato Grosso,Roubo a instituição financeira,0,2021-01-01
Mato Grosso,Roubo de carga,5,2021-01-01
Mato Grosso,Roubo de veículo,92,2021-01-01
Mato Grosso,Roubo seguido de morte (latrocínio),5,2021-01-01
Mato Grosso,Tentativa de homicídio,79,2021-01-01
Mato Grosso,Estupro,81,2021-02-01
Mato Grosso,Furto de veículo,135,2021-02-01
Mato Grosso,Homicídio doloso,61,2021-02-01
Mato Grosso,Lesão corporal seguida de morte,1,2021-02-01
Mato Grosso,Roubo a instituição financeira,1,2021-02-01
Mato Grosso,Roubo de carga,17,2021-02-01
Mato Grosso,Roubo de veículo,85,2021-02-01
Mato Grosso,Roubo seguido de morte (latrocínio),3,2021-02-01
Mato Grosso,Tentativa de homicídio,74,2021-02-01
Mato Grosso,Estupro,107,2021-03-01
Mato Grosso,Furto de veículo,153,2021-03-01
Mato Grosso,Homicídio doloso,54,2021-03-01
Mato Grosso,Lesão corporal seguida de morte,2,2021-03-01
Mato Grosso,Roubo a instituição financeira,0,2021-03-01
Mato Grosso,Roubo de carga,16,2021-03-01
Mato Grosso,Roubo de veículo,91,2021-03-01
Mato Grosso,Roubo seguido de morte (latrocínio),4,2021-03-01
Mato Grosso,Tentativa de homicídio,70,2021-03-01
Mato Grosso,Estupro,88,2021-04-01
Mato Grosso,Furto de veículo,116,2021-04-01
Mato Grosso,Homicídio doloso,65,2021-04-01
Mato Grosso,Lesão corporal seguida de morte,0,2021-04-01
Mato Grosso,Roubo a instituição financeira,0,2021-04-01
Mato Grosso,Roubo de carga,30,2021-04-01
Mato Grosso,Roubo de veículo,102,2021-04-01
Mato Grosso,Roubo seguido de morte (latrocínio),1,2021-04-01
Mato Grosso,Tentativa de homicídio,73,2021-04-01
Mato Grosso,Estupro,111,2021-05-01
Mato Grosso,Furto de veículo,114,2021-05-01
Mato Grosso,Homicídio doloso,67,2021-05-01
Mato Grosso,Lesão corporal seguida de morte,2,2021-05-01
Mato Grosso,Roubo a instituição financeira,1,2021-05-01
Mato Grosso,Roubo de carga,24,2021-05-01
Mato Grosso,Roubo de veículo,71,2021-05-01
Mato Grosso,Roubo seguido de morte (latrocínio),3,2021-05-01
Mato Grosso,Tentativa de homicídio,85,2021-05-01
Mato Grosso,Estupro,79,2021-06-01
Mato Grosso,Furto de veículo,109,2021-06-01
Mato Grosso,Homicídio doloso,55,2021-06-01
Mato Grosso,Lesão corporal seguida de morte,0,2021-06-01
Mato Grosso,Roubo a instituição financeira,2,2021-06-01
Mato Grosso,Roubo de carga,22,2021-06-01
Mato Grosso,Roubo de veículo,73,2021-06-01
Mato Grosso,Roubo seguido de morte (latrocínio),2,2021-06-01
Mato Grosso,Tentativa de homicídio,70,2021-06-01
Mato Grosso,Estupro,108,2021-07-01
Mato Grosso,Furto de veículo,124,2021-07-01
Mato Grosso,Homicídio doloso,58,2021-07-01
Mato Grosso,Lesão corporal seguida de morte,0,2021-07-01
Mato Grosso,Roubo a instituição financeira,0,2021-07-01
Mato Grosso,Roubo de carga,17,2021-07-01
Mato Grosso,Roubo de veículo,81,2021-07-01
Mato Grosso,Roubo seguido de morte (latrocínio),4,2021-07-01
Mato Grosso,Tentativa de homicídio,92,2021-07-01
Mato Grosso,Estupro,149,2021-08-01
Mato Grosso,Furto de veículo,171,2021-08-01
Mato Grosso,Homicídio doloso,62,2021-08-01
Mato Grosso,Lesão corporal seguida de morte,0,2021-08-01
Mato Grosso,Roubo a instituição financeira,0,2021-08-01
Mato Grosso,Roubo de carga,14,2021-08-01
Mato Grosso,Roubo de veículo,81,2021-08-01
Mato Grosso,Roubo seguido de morte (latrocínio),4,2021-08-01
Mato Grosso,Tentativa de homicídio,96,2021-08-01
Mato Grosso,Estupro,126,2021-09-01
Mato Grosso,Furto de veículo,157,2021-09-01
Mato Grosso,Homicídio doloso,73,2021-09-01
Mato Grosso,Lesão corporal seguida de morte,0,2021-09-01
Mato Grosso,Roubo a instituição financeira,0,2021-09-01
Mato Grosso,Roubo de carga,24,2021-09-01
Mato Grosso,Roubo de veículo,103,2021-09-01
Mato Grosso,Roubo seguido de morte (latrocínio),0,2021-09-01
Mato Grosso,Tentativa de homicídio,68,2021-09-01
Mato Grosso,Estupro,172,2021-10-01
Mato Grosso,Furto de veículo,184,2021-10-01
Mato Grosso,Homicídio doloso,57,2021-10-01
Mato Grosso,Lesão corporal seguida de morte,0,2021-10-01
Mato Grosso,Roubo a instituição financeira,0,2021-10-01
Mato Grosso,Roubo de carga,24,2021-10-01
Mato Grosso,Roubo de veículo,103,2021-10-01
Mato Grosso,Roubo seguido de morte (latrocínio),2,2021-10-01
Mato Grosso,Tentativa de homicídio,90,2021-10-01
Mato Grosso,Estupro,152,2021-11-01
Mato Grosso,Furto de veículo,237,2021-11-01
Mato Grosso,Homicídio doloso,64,2021-11-01
Mato Grosso,Lesão corporal seguida de morte,0,2021-11-01
Mato Grosso,Roubo a instituição financeira,0,2021-11-01
Mato Grosso,Roubo de carga,18,2021-11-01
Mato Grosso,Roubo de veículo,104,2021-11-01
Mato Grosso,Roubo seguido de morte (latrocínio),1,2021-11-01
